input_row,standard_postcode,TOT_PERS1115jul,OCC_HH1115jul,X_BNG1115jul,Y_BNG1115jul,input_postcode 
12039,NN6 8AW ,28.0,11.0,472787,266174,NN6 8AW
12040,NN7 1NB ,35.0,16.0,482737,260575,NN7 1NB
12041,NN171UU ,63.0,22.0,489602,288919,NN17 1UU
12042,NN172BT ,22.0,8.0,487815,289714,NN17 2BT
12043,NN172BP ,102.0,41.0,488167,289902,NN17 2BP
12044,MK197JH ,98.0,45.0,479202,242693,MK19 7JH
12045,NN6 7TU ,44.0,14.0,458980,272482,NN6 7TU
12046,MK196HJ ,26.0,9.0,476449,239440,MK19 6HJ
12047,NN7 1DT ,14.0,7.0,484007,257966,NN7 1DT
12048,NN135PA ,13.0,7.0,453743,239677,NN13 5PA
12049,NN6 8NH ,59.0,25.0,470593,271763,NN6 8NH
12050,NN297TR ,20.0,6.0,488171,264825,NN29 7TR
12051,OX172DR ,23.0,8.0,455182,242544,OX17 2DR
12052,NN7 4EN ,16.0,9.0,470187,264520,NN7 4EN
12053,NN135QT ,106.0,46.0,458643,243614,NN13 5QT
12054,NN108ED ,56.0,30.0,495967,268719,NN10 8ED
12055,NN157HT ,77.0,40.0,486890,277820,NN15 7HT
12056,NN9 5BN ,4.0,1.0,487148,271734,NN9 5BN
12057,NN6 7PX ,153.0,58.0,462732,267296,NN6 7PX
12058,NN6 7RE ,61.0,29.0,462976,267615,NN6 7RE
12059,NN6 9JF ,113.0,48.0,474922,277027,NN6 9JF
12060,PE8 6QG ,125.0,54.0,506483,296173,PE8 6QG
12061,NN6 0AG ,123.0,47.0,480490,266347,NN6 0AG
12062,NN6 9AU ,52.0,22.0,475780,267920,NN6 9AU
12063,NN127PG ,86.0,39.0,475888,243163,NN12 7PG
12064,NN9 6NB ,55.0,21.0,500024,272568,NN9 6NB
12065,NN7 2NT ,54.0,19.0,475962,251627,NN7 2NT
12066,NN109YS ,33.0,21.0,495677,266681,NN10 9YS
12067,NN109JU ,26.0,9.0,495664,265563,NN10 9JU
12068,NN109QD ,106.0,41.0,495031,266531,NN10 9QD
12069,NN6 9PH ,95.0,32.0,480554,272268,NN6 9PH
12070,PE8 6TA ,40.0,16.0,507855,291105,PE8 6TA
12071,NN8 4PH ,34.0,16.0,489268,268164,NN8 4PH
12072,NN8 4ET ,74.0,23.0,489196,268416,NN8 4ET
12073,NN7 1EL ,59.0,33.0,486543,257226,NN7 1EL
12074,NN6 6LH ,5.0,3.0,459607,275673,NN6 6LH
12075,NN8 3EG ,25.0,12.0,487202,267550,NN8 3EG
12076,NN109JU ,26.0,9.0,495664,265563,NN10 9JU
12077,MK196AZ ,53.0,26.0,477738,240944,MK19 6AZ
12078,NN108BQ ,142.0,56.0,495747,268510,NN10 8BQ
12079,NN155QY ,149.0,52.0,489586,274645,NN15 5QY
12080,NN6 0ND ,65.0,29.0,485353,263645,NN6 0ND
12081,NN109HX ,64.0,28.0,495072,265948,NN10 9HX
12082,NN109HX ,64.0,28.0,495072,265948,NN10 9HX
12083,NN5 7DE ,75.0,26.0,474238,261774,NN5 7DE
12084,NN1 5HE ,79.0,39.0,476599,260664,NN1 5HE
12085,NN5 5PE ,75.0,29.0,473296,261204,NN5 5PE
12086,NN5 6BW ,76.0,35.0,473043,261741,NN5 6BW
12087,NN3 6DW ,9.0,3.0,477285,263925,NN3 6DW
12088,NN2 8DF ,103.0,43.0,474303,264651,NN2 8DF
12089,NN5 6DT ,19.0,16.0,472371,261902,NN5 6DT
12090,NN3 6JG ,24.0,12.0,478343,264188,NN3 6JG
12092,NN5 6PP ,105.0,41.0,471649,262352,NN5 6PP
12097,NN143EL ,125.0,49.0,500741,281685,NN14 3EL
12098,NN7 2JH ,49.0,19.0,476579,250062,NN7 2JH
12099,NN128RD ,18.0,10.0,462544,250249,NN12 8RD
12100,NN136EE ,40.0,18.0,458587,237423,NN13 6EE
12101,NN6 9BG ,77.0,31.0,474449,270283,NN6 9BG
12102,NN135LT ,155.0,65.0,454361,233553,NN13 5LT
12103,NN6 8DB ,63.0,29.0,466773,267957,NN6 8DB
12104,NN7 4LZ ,51.0,16.0,464149,260053,NN7 4LZ
12105,NN7 3EU ,68.0,27.0,470079,254558,NN7 3EU
12106,NN141BG ,125.0,56.0,489677,283172,NN14 1BG
12107,PE8 5BQ ,38.0,16.0,501924,290531,PE8 5BQ
12108,NN7 1JW ,124.0,53.0,487992,260678,NN7 1JW
12109,NN7 4DP ,118.0,49.0,469306,260892,NN7 4DP
12110,NN7 4AQ ,61.0,22.0,469815,259493,NN7 4AQ
12111,PE8 5HA ,39.0,13.0,503553,289328,PE8 5HA
12112,NN128NE ,48.0,20.0,467399,254013,NN12 8NE
12113,NN127NA ,158.0,74.0,472102,245523,NN12 7NA
12114,PE8 5LN ,92.0,38.0,506926,287146,PE8 5LN
12115,NN6 8HY ,23.0,12.0,471790,270217,NN6 8HY
12116,NN127SD ,8.0,4.0,474220,249870,NN12 7SD
12117,NN135HL ,98.0,41.0,462974,241482,NN13 5HL
12119,NN8 1LS ,30.0,21.0,489684,267748,NN8 1LS
12120,NN6 7AN ,4.0,2.0,462873,271903,NN6 7AN
12121,NN128XH ,96.0,39.0,469171,243808,NN12 8XH
12122,NN144HF ,98.0,37.0,496580,277067,NN14 4HF
12123,NN127UL ,13.0,6.0,476244,244666,NN12 7UL
12124,NN143HD ,32.0,14.0,494567,285372,NN14 3HD
12125,PE8 6XS ,52.0,21.0,500648,297452,PE8 6XS
12126,LE169RU ,37.0,16.0,471273,281553,LE16 9RU
12128,NN3 5EN ,46.0,0.0,481721,262689,NN3 5EN
12129,NN7 1AF ,53.0,25.0,480539,259359,NN7 1AF
12130,OX173DN ,17.0,8.0,452765,236113,OX17 3DN
12131,NN6 0AW ,151.0,66.0,481597,267021,NN6 0AW
12132,NN128AB ,67.0,29.0,469887,251494,NN12 8AB
12133,NN8 2UG ,14.0,8.0,486712,266136,NN8 2UG
12134,NN116UF ,54.0,23.0,449683,250871,NN11 6UF
12135,NN189NT ,1.0,1.0,487688,287528,NN18 9NT
12136,NN7 3LE ,69.0,30.0,466022,258526,NN7 3LE
12137,NN8 2BE ,45.0,15.0,488071,267108,NN8 2BE
12140,NN4 8JA ,54.0,26.0,474653,259083,NN4 8JA
12141,NN3 3AF ,129.0,50.0,478566,261431,NN3 3AF
12142,NN5 6ES ,76.0,32.0,472395,260643,NN5 6ES
12143,NN2 7AJ ,2.0,1.0,476242,264719,NN2 7AJ
12144,NN3 7SW ,22.0,9.0,478276,266393,NN3 7SW
12145,NN144JU ,99.0,39.0,499758,278484,NN14 4JU
12146,NN141BY ,89.0,36.0,491300,286918,NN14 1BY
12147,NN137AZ ,54.0,0.0,458663,237215,NN13 7AZ
12149,NN6 9JG ,99.0,0.0,474906,276833,NN6 9JG
12150,PE8 4GH ,794.0,0.0,504051,288240,PE8 4GH
12153,NN127LL ,43.0,13.0,474636,244718,NN12 7LL
12154,NN5 4UX ,6.0,3.0,471845,260058,NN5 4UX
12156,OX172BS ,16.0,7.0,448208,241744,OX17 2BS
12157,PE8 4BX ,77.0,40.0,504366,288098,PE8 4BX
12158,NN3 8TA ,74.0,30.0,480376,263391,NN3 8TA
12159,NN4 6UU ,5.0,2.0,476213,257427,NN4 6UU
12160,NN6 8SW ,60.0,16.0,467124,275701,NN6 8SW
12161,NN2 6AF ,201.0,0.0,475314,261583,NN2 6AF
12163,NN6 9AX ,4.0,1.0,475720,267746,NN6 9AX
12164,CV7 9RA ,17.0,0.0,433698,284353,CV7 9RA
12165,NN2 6JN ,92.0,32.0,475833,262409,NN2 6JN
12166,NN128AA ,31.0,14.0,470789,251705,NN12 8AA
12168,NE464PL ,26.0,9.0,393414,566603,NE46 4PL
12170,NE661UL ,11.0,5.0,418754,612938,NE66 1UL
12171,NE650SA ,42.0,18.0,427284,604382,NE65 0SA
12172,NE650EF ,61.0,29.0,426354,604174,NE65 0EF
12173,NE226EB ,28.0,18.0,425377,582067,NE22 6EB
12175,NE625TZ ,17.0,7.0,427118,585676,NE62 5TZ
12178,NE225JS ,4.0,1.0,427196,582225,NE22 5JS
12181,TD151RD ,143.0,53.0,400579,651467,TD15 1RD
12182,TD152HS ,126.0,56.0,399192,652464,TD15 2HS
12183,TD152DB ,79.0,31.0,399442,651268,TD15 2DB
12184,NE664JF ,2.0,1.0,404632,616338,NE66 4JF
12185,NE437NN ,8.0,4.0,405834,561578,NE43 7NN
12186,NE482RX ,26.0,13.0,389233,586887,NE48 2RX
12188,NE238EH ,2.0,1.0,425323,576751,NE23 8EH
12189,NE231RQ ,59.0,26.0,426577,577291,NE23 1RQ
12191,NE659UT ,6.0,3.0,424557,601299,NE65 9UT
12193,NE615HL ,12.0,10.0,428071,591979,NE61 5HL
12194,NE615SG ,2.0,1.0,426328,591412,NE61 5SG
12196,NE461JD ,89.0,30.0,394516,563639,NE46 1JD
12197,NE611TL ,6.0,6.0,420179,585814,NE61 1TL
12198,NE657HD ,36.0,16.0,398768,607691,NE65 7HD
12200,NE191JF ,2.0,1.0,387466,593715,NE19 1JF
12201,NE616XG ,6.0,2.0,422704,587658,NE61 6XG
12202,NE209QB ,23.0,9.0,416189,573193,NE20 9QB
12203,NE426PH ,4.0,2.0,408726,562941,NE42 6PH
12204,NE437BG ,13.0,7.0,407461,562084,NE43 7BG
12206,NE464LY ,34.0,13.0,395848,566395,NE46 4LY
12207,NE250EP ,46.0,26.0,429931,575303,NE25 0EP
12208,NE250RD ,35.0,14.0,430722,576901,NE25 0RD
12209,NE237SB ,7.0,3.0,428662,574380,NE23 7SB
12211,NE470AA ,90.0,38.0,397539,557767,NE47 0AA
12212,NE616HJ ,4.0,2.0,420961,579491,NE61 6HJ
12213,NE657JD ,4.0,2.0,403158,602327,NE65 7JD
12214,NE614BE ,3.0,1.0,402411,585856,NE61 4BE
12216,NE264BX ,16.0,8.0,433837,576132,NE26 4BX
12217,DH8 9JN ,37.0,16.0,407313,557147,DH8 9JN
12218,NE716QF ,10.0,5.0,399599,627857,NE71 6QF
12219,NE418EH ,36.0,14.0,411801,564919,NE41 8EH
12221,NE638HZ ,78.0,38.0,426498,587581,NE63 8HZ
12225,NE707QD ,20.0,12.0,410541,633734,NE70 7QD
12227,NE625YP ,26.0,12.0,425928,586049,NE62 5YP
12228,TD152RB ,63.0,26.0,400752,649220,TD15 2RB
12229,NE244RE ,3.0,1.0,428748,581631,NE24 4RE
12234,NE231XZ ,7.0,3.0,426631,577987,NE23 1XZ
12235,NE236BL ,62.0,31.0,426364,576229,NE23 6BL
12236,NE233QS ,78.0,25.0,426559,578529,NE23 3QS
12237,NE659BW ,27.0,15.0,422758,601955,NE65 9BW
12238,TD151SP ,4.0,1.0,399166,654722,TD15 1SP
12239,NE484AA ,42.0,16.0,391618,573411,NE48 4AA
12240,NE659PY ,14.0,7.0,418494,600756,NE65 9PY
12242,NE150BJ ,45.0,21.0,413093,566842,NE15 0BJ
12243,NE477EP ,9.0,5.0,376500,564429,NE47 7EP
12245,NE426DE ,48.0,5.0,408221,563480,NE42 6DE
12246,NE664UP ,35.0,17.0,406638,611901,NE66 4UP
12247,NE661DJ ,12.0,3.0,418219,613341,NE66 1DJ
12248,NE225DE ,34.0,18.0,426235,581954,NE22 5DE
12249,TD151NB ,9.0,5.0,399628,653473,TD15 1NB
12250,NE658UT ,4.0,1.0,414806,594549,NE65 8UT
12251,CA8 7HB ,8.0,3.0,366040,565245,CA8 7HB
12253,NE455JQ ,3.0,1.0,399366,564769,NE45 5JQ
12254,NE675ET ,5.0,2.0,417659,625325,NE67 5ET
12256,TD152QA ,11.0,7.0,394847,637607,TD15 2QA
12257,NE657DG ,55.0,24.0,393385,604708,NE65 7DG
12258,NE470HB ,2.0,1.0,392735,557799,NE47 0HB
12259,TD152SQ ,8.0,6.0,412567,642022,TD15 2SQ
12260,NE464AA ,29.0,13.0,392075,571148,NE46 4AA
12261,NE613RD ,2.0,1.0,418749,586708,NE61 3RD
12262,NE475AQ ,5.0,1.0,388069,567810,NE47 5AQ
12263,NE613DU ,8.0,4.0,418887,592368,NE61 3DU
12264,NE483LS ,27.0,9.0,386086,576795,NE48 3LS
12265,NE650TJ ,12.0,7.0,424665,605331,NE65 0TJ
12267,NE242LE ,115.0,45.0,430816,581246,NE24 2LE
12269,NE630LF ,57.0,26.0,428032,586461,NE63 0LF
12271,TD152EX ,35.0,21.0,399332,652507,TD15 2EX
12272,NE462EE ,18.0,1.0,393323,563874,NE46 2EE
12273,NE611QF ,13.0,7.0,419678,585945,NE61 1QF
12274,NE455HX ,10.0,5.0,398667,564984,NE45 5HX
12275,NE264JS ,19.0,9.0,432831,577299,NE26 4JS
12277,NE426EY ,22.0,13.0,409408,562675,NE42 6EY
12278,NE426DE ,48.0,5.0,408221,563480,NE42 6DE
12279,TD152DJ ,32.0,14.0,399677,651599,TD15 2DJ
12281,NE425LJ ,2.0,1.0,409649,562377,NE42 5LJ
12282,NE716QF ,10.0,5.0,399599,627857,NE71 6QF
12283,TD151LA ,35.0,12.0,399622,653613,TD15 1LA
12284,NE209EY ,7.0,2.0,416571,572220,NE20 9EY
12286,NE650NG ,56.0,21.0,426024,603932,NE65 0NG
12287,NE462DD ,3.0,2.0,392645,563758,NE46 2DD
12288,NE209QB ,23.0,9.0,416189,573193,NE20 9QB
12289,NE657RJ ,20.0,10.0,406293,601192,NE65 7RJ
12291,TD152XQ ,61.0,21.0,395969,650560,TD15 2XQ
12292,NE437TP ,87.0,0.0,404249,565152,NE43 7TP
12293,NE625DJ ,49.0,27.0,425709,585277,NE62 5DJ
12294,NE231DY ,59.0,31.0,426834,576881,NE23 1DY
12295,NE661DQ ,4.0,2.0,418275,613489,NE66 1DQ
12296,TD152EN ,25.0,11.0,399258,651545,TD15 2EN
12298,NE244RE ,3.0,1.0,428748,581631,NE24 4RE
12300,NE614PB ,25.0,4.0,408215,592640,NE61 4PB
12301,NG179BW ,12.0,7.0,450748,353784,NG17 9BW
12302,NG7 4AA ,47.0,21.0,455880,340880,NG7 4AA
12303,NG6 9HJ ,79.0,37.0,454586,345166,NG6 9HJ
12304,NG5 1AB ,5.0,3.0,456899,342065,NG5 1AB
12305,NG7 2LE ,63.0,19.0,455134,338299,NG7 2LE
12306,NG8 4AU ,108.0,39.0,451660,341773,NG8 4AU
12307,NG8 1FG ,65.0,27.0,454178,339869,NG8 1FG
12308,NG198LD ,23.0,10.0,454425,363655,NG19 8LD
12309,NG198LD ,23.0,10.0,454425,363655,NG19 8LD
12310,NG5 1JU ,107.0,41.0,455518,343045,NG5 1JU
12311,NG190LL ,68.0,30.0,457996,363242,NG19 0LL
12312,NG190LN ,112.0,43.0,458027,363261,NG19 0LN
12313,NG3 5HS ,68.0,34.0,458326,342773,NG3 5HS
12315,NG8 1QD ,19.0,8.0,454686,340251,NG8 1QD
12316,NG174BB ,89.0,41.0,449734,359257,NG17 4BB
12317,NG172LH ,111.0,42.0,446729,359640,NG17 2LH
12319,NG6 8AX ,86.0,33.0,453513,344604,NG6 8AX
12320,NG2 1NT ,31.0,24.0,457170,338949,NG2 1NT
12321,NG7 3HJ ,28.0,10.0,455617,340585,NG7 3HJ
12322,NG5 2JU ,47.0,31.0,457253,342880,NG5 2JU
12323,NG173FQ ,55.0,21.0,448611,361050,NG17 3FQ
12324,NG174JA ,85.0,32.0,450611,359903,NG17 4JA
12325,NG6 7AT ,44.0,15.0,452734,344383,NG6 7AT
12327,NG209PA ,17.0,7.0,458069,369546,NG20 9PA
12328,NG209PA ,17.0,7.0,458069,369546,NG20 9PA
12329,NG200JT ,28.0,11.0,456899,367575,NG20 0JT
12330,NG5 4JF ,25.0,10.0,458573,344364,NG5 4JF
12331,NG5 4JG ,46.0,13.0,458601,344317,NG5 4JG
12332,NG5 8FQ ,36.0,14.0,458916,346398,NG5 8FQ
12333,NG5 6TA ,60.0,21.0,459312,344684,NG5 6TA
12334,NG5 7LS ,57.0,19.0,459962,345237,NG5 7LS
12335,NG5 8BU ,77.0,29.0,459543,346153,NG5 8BU
12336,NG4 1QS ,26.0,12.0,460803,341607,NG4 1QS
12337,NG3 5LD ,28.0,12.0,459552,343751,NG3 5LD
12338,NG4 1BX ,17.0,7.0,460488,340895,NG4 1BX
12339,NG4 1JL ,8.0,5.0,459744,341373,NG4 1JL
12340,NG4 3LE ,26.0,8.0,461672,342340,NG4 3LE
12341,NG4 4EL ,47.0,19.0,461498,342445,NG4 4EL
12342,NG4 4BN ,2.0,1.0,462131,342723,NG4 4BN
12343,NG3 6ET ,33.0,12.0,460055,343098,NG3 6ET
12344,NG9 3GE ,9.0,3.0,450706,338838,NG9 3GE
12345,NG9 2AT ,44.0,21.0,453128,336751,NG9 2AT
12346,NG9 1LJ ,39.0,19.0,453524,335832,NG9 1LJ
12347,NG9 1LP ,62.0,32.0,453654,335607,NG9 1LP
12348,NG9 4BB ,45.0,19.0,451903,336320,NG9 4BB
12349,NG9 5AA ,22.0,11.0,452171,335998,NG9 5AA
12350,NG9 5NA ,66.0,26.0,450549,336035,NG9 5NA
12351,NG9 8HR ,66.0,26.0,448995,337836,NG9 8HR
12352,NG9 8PD ,75.0,28.0,449147,337903,NG9 8PD
12354,NG9 7FS ,19.0,8.0,448664,336662,NG9 7FS
12355,NG9 6GJ ,15.0,5.0,449575,335039,NG9 6GJ
12356,NG9 6HE ,65.0,26.0,449450,334665,NG9 6HE
12357,DN227QH ,45.0,33.0,469417,382104,DN22 7QH
12358,NG5 5TA ,42.0,0.0,456988,345433,NG5 5TA
12359,NG174FL ,31.0,19.0,450114,359653,NG17 4FL
12361,NG165AZ ,90.0,38.0,446173,349575,NG16 5AZ
12363,NG162GZ ,50.0,17.0,448847,345173,NG16 2GZ
12364,NG161EP ,81.0,39.0,451027,344478,NG16 1EP
12365,NG161EP ,81.0,39.0,451027,344478,NG16 1EP
12366,NG165HB ,34.0,17.0,447525,351579,NG16 5HB
12367,NG166AW ,30.0,10.0,447220,353383,NG16 6AW
12368,NG165JU ,35.0,16.0,444590,351488,NG16 5JU
12369,NG165JA ,59.0,24.0,445410,351504,NG16 5JA
12371,NG156AJ ,62.0,28.0,453835,348069,NG15 6AJ
12372,NG156AJ ,62.0,28.0,453835,348069,NG15 6AJ
12373,NG156HX ,75.0,28.0,451759,348006,NG15 6HX
12374,NG158BZ ,60.0,30.0,453888,349986,NG15 8BZ
12375,NG241LT ,58.0,26.0,480296,354451,NG24 1LT
12376,NG2 5BD ,29.0,12.0,459056,338245,NG2 5BD
12377,NG2 7DD ,24.0,13.0,458556,335978,NG2 7DD
12378,NG2 6BP ,58.0,29.0,458527,337414,NG2 6BP
12379,NG2 5ND ,81.0,31.0,459288,336870,NG2 5ND
12380,NG2 6DB ,29.0,13.0,458961,336852,NG2 6DB
12383,S81 0AN ,15.0,7.0,459255,379766,S81 0AN
12384,NG235QZ ,15.0,7.0,476498,354573,NG23 5QZ
12385,NG243PQ ,98.0,69.0,482218,351912,NG24 3PQ
12386,NG243BN ,20.0,12.0,481485,351873,NG24 3BN
12387,DN104QN ,42.0,16.0,477864,390034,DN10 4QN
12388,NG6 8TL ,12.0,6.0,455173,347888,NG6 8TL
12389,NG138EH ,86.0,30.0,471568,339998,NG13 8EH
12390,NG146JZ ,54.0,24.0,461308,349774,NG14 6JZ
12391,S81 9DY ,32.0,13.0,459103,384411,S81 9DY
12392,DN229JZ ,36.0,15.0,473061,383572,DN22 9JZ
12393,NG237PT ,33.0,20.0,483423,361742,NG23 7PT
12394,LE126QN ,78.0,24.0,455658,326870,LE12 6QN
12395,LE126LG ,15.0,6.0,455320,326157,LE12 6LG
12396,NG220RG ,6.0,2.0,473970,373462,NG22 0RG
12397,NG219NS ,99.0,42.0,461912,366528,NG21 9NS
12398,DN228AQ ,40.0,13.0,468374,375357,DN22 8AQ
12399,DN105BJ ,25.0,9.0,469024,391206,DN10 5BJ
12400,NG235LF ,19.0,7.0,474076,346149,NG23 5LF
12401,NG110JS ,79.0,35.0,453413,330208,NG11 0JS
12402,NG237EQ ,47.0,18.0,487992,371101,NG23 7EQ
12403,NG125BB ,27.0,13.0,462470,330830,NG12 5BB
12404,NG123EL ,63.0,30.0,467413,330561,NG12 3EL
12405,NG228NG ,22.0,9.0,467663,357417,NG22 8NG
12406,NG4 4QF ,42.0,18.0,462668,345424,NG4 4QF
12407,DN105ED ,39.0,17.0,468745,389429,DN10 5ED
12408,DN106EB ,31.0,14.0,468987,394948,DN10 6EB
12409,DN104EH ,18.0,7.0,477005,393832,DN10 4EH
12410,NG150BB ,17.0,7.0,451788,352731,NG15 0BB
12411,NG159BN ,33.0,13.0,456030,354376,NG15 9BN
12412,LE125HB ,177.0,70.0,451662,323191,LE12 5HB
12413,NG237AP ,9.0,3.0,482120,371331,NG23 7AP
12414,NG236HD ,32.0,12.0,479720,358665,NG23 6HD
12415,NG229RJ ,1.0,1.0,465850,368069,NG22 9RJ
12416,NG139NS ,17.0,6.0,477036,341233,NG13 9NS
12417,NG122FU ,73.0,28.0,464977,339284,NG12 2FU
12418,NG122FS ,83.0,33.0,464889,339064,NG12 2FS
12420,NG210DU ,75.0,33.0,458813,358067,NG21 0DU
12421,NG116DS ,94.0,35.0,457089,333281,NG11 6DS
12422,NG250AA ,34.0,15.0,470017,353993,NG25 0AA
12423,LE125NH ,107.0,41.0,450945,324369,LE12 5NH
12424,NG236PD ,28.0,10.0,480070,365995,NG23 6PD
12425,DN104LL ,3.0,2.0,477198,392684,DN10 4LL
12426,LE126SS ,41.0,18.0,463443,325389,LE12 6SS
12427,NG242NN ,90.0,41.0,481598,356940,NG24 2NN
12428,NG5 1BH ,68.0,20.0,456583,342135,NG5 1BH
12430,NG162PG ,30.0,13.0,450112,344184,NG16 2PG
12431,NG9 1AE ,9.0,4.0,452697,336879,NG9 1AE
12432,NG162JL ,54.0,23.0,449569,345207,NG16 2JL
12433,NG4 4JD ,35.0,18.0,460573,343336,NG4 4JD
12434,NG177FH ,47.0,17.0,450835,355415,NG17 7FH
12436,NG5 7AX ,51.0,22.0,458264,345733,NG5 7AX
12437,NG178JY ,27.0,9.0,449182,356192,NG17 8JY
12439,S81 0LR ,53.0,24.0,459025,381098,S81 0LR
12440,S81 0LR ,53.0,24.0,459025,381098,S81 0LR
12441,NG200TE ,113.0,40.0,456150,369068,NG20 0TE
12442,DN226SW ,22.0,9.0,470968,382175,DN22 6SW
12444,NG190PY ,141.0,55.0,455445,362109,NG19 0PY
12446,NG199JU ,76.0,22.0,454215,363024,NG19 9JU
12447,NG173DW ,53.0,34.0,449788,360875,NG17 3DW
12448,NG4 3JZ ,87.0,40.0,461649,342373,NG4 3JZ
12449,NG9 8AQ ,23.0,10.0,449359,337443,NG9 8AQ
12450,NG166DH ,82.0,34.0,446300,352883,NG16 6DH
12451,NG165GN ,70.0,29.0,446818,350626,NG16 5GN
12452,NG241EW ,13.0,4.0,480005,354188,NG24 1EW
12453,DN228HZ ,70.0,31.0,465014,381123,DN22 8HZ
12454,NG147GD ,67.0,27.0,471048,349785,NG14 7GD
12455,NG116QW ,16.0,7.0,458294,329642,NG11 6QW
12456,NG146FG ,63.0,23.0,461580,349201,NG14 6FG
12457,NG236AD ,9.0,3.0,474393,360052,NG23 6AD
12458,NG242QA ,28.0,10.0,483296,354447,NG24 2QA
12459,LE126XD ,116.0,52.0,457320,326338,LE12 6XD
12460,NG209NB ,5.0,3.0,456054,370973,NG20 9NB
12461,NG220UL ,3.0,2.0,480363,374403,NG22 0UL
12462,NG228AE ,69.0,27.0,467690,354736,NG22 8AE
12463,NG220AB ,60.0,27.0,470406,364414,NG22 0AB
12464,NG139HH ,9.0,5.0,472389,334706,NG13 9HH
12465,NG236RW ,46.0,14.0,479016,369175,NG23 6RW
12466,NG236JP ,26.0,12.0,477246,361671,NG23 6JP
12467,NG116GB ,62.0,26.0,457714,333737,NG11 6GB
12468,NG250LD ,50.0,20.0,469726,353565,NG25 0LD
12469,NG250AA ,34.0,15.0,470017,353993,NG25 0AA
12470,NG9 3QD ,83.0,36.0,448575,339652,NG9 3QD
12471,NG229PB ,133.0,50.0,468188,370868,NG22 9PB
12472,DN229DH ,35.0,16.0,476365,385551,DN22 9DH
12473,NG4 2ED ,23.0,9.0,461111,340260,NG4 2ED
12474,NG9 3HE ,114.0,50.0,450866,337881,NG9 3HE
12475,DN226LD ,5.0,1.0,470769,381114,DN22 6LD
12476,NG244UT ,59.0,25.0,479522,353506,NG24 4UT
12477,S81 8PW ,6.0,3.0,455722,381416,S81 8PW
12478,S80 1NQ ,41.0,21.0,457985,378773,S80 1NQ
12479,S81 8ER ,60.0,21.0,462777,386997,S81 8ER
12480,NG123HS ,8.0,4.0,464507,335390,NG12 3HS
12481,NG235NP ,122.0,46.0,475816,347921,NG23 5NP
12483,DN104QT ,9.0,3.0,473479,390642,DN10 4QT
12484,NG147BE ,36.0,16.0,466861,346612,NG14 7BE
12485,NG158GA ,6.0,2.0,453691,351311,NG15 8GA
12486,DN229HQ ,16.0,6.0,478815,383932,DN22 9HQ
12487,DN228PP ,73.0,37.0,468124,384700,DN22 8PP
12488,NG146DX ,30.0,12.0,463117,347639,NG14 6DX
12490,S80 2SF ,90.0,31.0,459052,377966,S80 2SF
12491,NG172JR ,49.0,22.0,446747,358861,NG17 2JR
12492,NG6 0HT ,108.0,43.0,454679,342826,NG6 0HT
12494,NG250LG ,39.0,17.0,469940,353499,NG25 0LG
12495,NG243AL ,15.0,7.0,481308,352537,NG24 3AL
12496,S80 3AP ,177.0,8.0,459882,377195,S80 3AP
12497,NG3 4GF ,197.0,63.0,457190,341044,NG3 4GF
12498,NG1 5AW ,3.0,2.0,456636,340079,NG1 5AW
12500,NG3 6DG ,54.0,24.0,459355,343446,NG3 6DG
12501,NG198AH ,9.0,5.0,453985,363347,NG19 8AH
12502,NG220EA ,83.0,35.0,467107,366165,NG22 0EA
12503,NG125ND ,31.0,15.0,461389,333073,NG12 5ND
12506,NG172AD ,20.0,6.0,449170,359020,NG17 2AD
12507,NG146NZ ,3.0,2.0,460709,352390,NG14 6NZ
12508,NG3 7DN ,66.0,24.0,459318,340208,NG3 7DN
12510,NG5 8HN ,41.0,16.0,458718,346496,NG5 8HN
12511,NG3 6DS ,139.0,81.0,460015,343244,NG3 6DS
12512,DN227NJ ,18.0,6.0,469560,380951,DN22 7NJ
12513,NG210DQ ,34.0,2.0,458095,359136,NG21 0DQ
12515,NG177HZ ,99.0,36.0,451259,356091,NG17 7HZ
12516,NG3 2FE ,11.0,5.0,458492,340548,NG3 2FE
12517,OX4 3AJ ,47.0,15.0,453093,205156,OX4 3AJ
12518,OX3 8LH ,6.0,3.0,455495,206950,OX3 8LH
12520,OX3 8QQ ,24.0,11.0,455240,206155,OX3 8QQ
12521,OX117HX ,72.0,32.0,452567,190365,OX11 7HX
12522,OX7 5DZ ,49.0,23.0,431413,226759,OX7 5DZ
12525,OX161DN ,72.0,31.0,444257,241411,OX16 1DN
12526,OX169NF ,49.0,20.0,444580,239874,OX16 9NF
12527,OX169YA ,55.0,18.0,446036,239178,OX16 9YA
12528,OX161XE ,99.0,30.0,444290,242081,OX16 1XE
12529,OX7 3TX ,38.0,16.0,436005,219542,OX7 3TX
12530,OX7 4LP ,7.0,6.0,437637,224296,OX7 4LP
12531,OX7 4DB ,24.0,9.0,439609,229329,OX7 4DB
12532,OX7 6YD ,56.0,26.0,426150,224151,OX7 6YD
12533,OX7 7BX ,43.0,19.0,443960,225477,OX7 7BX
12534,OX252SN ,39.0,15.0,460715,219737,OX25 2SN
12536,OX266QL ,52.0,26.0,458798,222721,OX26 6QL
12537,RG8 7EJ ,108.0,31.0,463831,177176,RG8 7EJ
12538,OX262LU ,6.0,2.0,457119,223381,OX26 2LU
